u0	i767	0.22612487190912434
u0	i1985	0.4981268729980805
u0	i2134	0.5376710202611455
u0	i575	0.5893266080067544
u0	i343	0.25365564012619246
u1	i89	0.0
u1	i1375	0.0
u1	i1223	0.0
u5	i223	0.0
u5	i901	0.0
u5	i1722	0.0
u5	i803	0.0
u5	i1407	0.0
u5	i630	0.0
u6	i1218	0.0
u6	i1522	0.0
u6	i1648	0.0
u6	i767	0.22612487190912434
u6	i1355	0.0
u6	i177	0.0
u6	i1377	0.0
u6	i2149	0.0
u7	i52	0.0
u7	i2002	0.0
u7	i1293	0.0
u7	i1247	0.0
u8	i1583	0.0
u8	i1182	0.0
u8	i1319	0.0
u8	i943	0.0
u8	i1033	0.0
u8	i540	0.0
u8	i1585	0.0
u8	i1899	0.0
u8	i751	0.0
u9	i924	0.0
u9	i569	0.0
u9	i210	0.0
u10	i2123	0.0
u10	i605	0.0
u11	i145	0.0
u11	i1784	0.0
u11	i532	0.0
u11	i1939	0.0
u11	i335	0.0
u12	i1802	0.0
u12	i1750	0.0
u12	i1622	0.0
u12	i1040	0.0
u12	i1144	0.0
u12	i1246	0.0
u12	i1802	0.0
u12	i1750	0.0
u13	i2060	0.0
u13	i51	0.0
u13	i2085	0.0
u14	i194	0.0
u14	i1449	0.0
u14	i196	0.0
u16	i927	0.0
u16	i228	0.0
u16	i405	0.0
u16	i767	0.22612487190912434
u16	i381	0.0
u16	i1852	0.0
u16	i460	0.0
u16	i680	0.0
u16	i857	0.0
u16	i767	0.22612487190912434
u16	i1203	0.0
u16	i1498	0.0
u16	i735	0.0
u16	i228	0.0
u16	i767	0.22612487190912434
u16	i935	0.0
u16	i2145	0.0
u16	i540	0.0
u16	i1251	0.0
u16	i796	0.0
u16	i1851	0.0
u16	i2068	0.0
u16	i1851	0.0
u16	i343	0.25365564012619246
u16	i1874	0.0
u16	i783	0.0
u16	i370	0.0
u16	i2192	0.0
u16	i1685	0.0
u16	i369	0.0
u16	i2192	0.0
u16	i1218	0.0
u16	i210	0.0
u16	i1196	0.0
u16	i905	0.0
u16	i791	0.0
u16	i2192	0.0
u16	i1681	0.0
u16	i767	0.22612487190912434
u16	i1852	0.0
u16	i460	0.0
u16	i1242	0.0
u16	i2192	0.0
u16	i1218	0.0
u16	i210	0.0
u16	i1196	0.0
u16	i905	0.0
u16	i791	0.0
u16	i2192	0.0
u16	i767	0.22612487190912434
u16	i1852	0.0
u16	i460	0.0
u16	i1242	0.0
u16	i2192	0.0
u16	i1218	0.0
u16	i1196	0.0
u16	i2192	0.0
u16	i1218	0.0
u16	i210	0.0
u16	i1196	0.0
u16	i905	0.0
u16	i791	0.0
u16	i2192	0.0
u16	i51	0.0
u16	i163	0.0
u16	i540	0.0
u16	i2192	0.0
u16	i1218	0.0
u16	i210	0.0
